"YYYYMMDD","Pday_mm","TmeanDay_C","TminDay_C","TmaxDay_C","Date","Year","Month","Month_Y"
20070904,3.3,17.8,14,21.5,2007-09-04,2007,"Sep","2007-Sep"
20070905,0,14.2,7.5,21,2007-09-05,2007,"Sep","2007-Sep"
20070906,0,15,6.5,23.5,2007-09-06,2007,"Sep","2007-Sep"
20070907,0,17,10.5,23.5,2007-09-07,2007,"Sep","2007-Sep"
20070908,0,18.4,13,23.9,2007-09-08,2007,"Sep","2007-Sep"
20070909,0,17.3,9.7,24.9,2007-09-09,2007,"Sep","2007-Sep"
20070910,0,17.6,12.1,23.2,2007-09-10,2007,"Sep","2007-Sep"
20070911,0,17,11.4,22.6,2007-09-11,2007,"Sep","2007-Sep"
20070912,0,17.6,12.6,22.6,2007-09-12,2007,"Sep","2007-Sep"
20070913,0,17,9.8,24.3,2007-09-13,2007,"Sep","2007-Sep"
20070914,0,18.2,13.7,22.8,2007-09-14,2007,"Sep","2007-Sep"
20070915,0,20.8,15.8,25.7,2007-09-15,2007,"Sep","2007-Sep"
20070916,12,22.3,13.4,31.2,2007-09-16,2007,"Sep","2007-Sep"
20070917,18.6,19.2,14.8,23.5,2007-09-17,2007,"Sep","2007-Sep"
20070918,0.6,15.2,13.8,16.7,2007-09-18,2007,"Sep","2007-Sep"
20070919,0,14.6,10.2,19.1,2007-09-19,2007,"Sep","2007-Sep"
20070920,0,15.2,4.9,25.4,2007-09-20,2007,"Sep","2007-Sep"
20070921,1.4,19.4,10.4,28.5,2007-09-21,2007,"Sep","2007-Sep"
20070922,1.1,16.5,15.5,17.5,2007-09-22,2007,"Sep","2007-Sep"
20070923,0,19.2,15,23.5,2007-09-23,2007,"Sep","2007-Sep"
20070924,1.1,17.2,12.5,22,2007-09-24,2007,"Sep","2007-Sep"
20070925,2.7,14,11.5,16.5,2007-09-25,2007,"Sep","2007-Sep"
20070926,18.5,13.8,9.5,18,2007-09-26,2007,"Sep","2007-Sep"
20070927,2.6,11.8,9,14.5,2007-09-27,2007,"Sep","2007-Sep"
20070928,0,12.2,4.5,20,2007-09-28,2007,"Sep","2007-Sep"
20070929,0,17.2,13.5,21,2007-09-29,2007,"Sep","2007-Sep"
20070930,5.8,19.8,14,25.5,2007-09-30,2007,"Sep","2007-Sep"
20071001,1.8,18.8,16,21.5,2007-10-01,2007,"Oct","2007-Oct"
20071002,6.9,20,15.5,24.5,2007-10-02,2007,"Oct","2007-Oct"
20071003,8.2,17.5,15.5,19.5,2007-10-03,2007,"Oct","2007-Oct"
20071004,2,17.8,10.5,25,2007-10-04,2007,"Oct","2007-Oct"
20071005,5.8,16,14,18,2007-10-05,2007,"Oct","2007-Oct"
20071006,0,17.4,12,22.8,2007-10-06,2007,"Oct","2007-Oct"
20071007,0.3,18,13.5,22.5,2007-10-07,2007,"Oct","2007-Oct"
20071008,0.3,15.8,12.5,19,2007-10-08,2007,"Oct","2007-Oct"
20071009,0.1,15,11.5,18.5,2007-10-09,2007,"Oct","2007-Oct"
20071010,9.7,14.5,12,17,2007-10-10,2007,"Oct","2007-Oct"
20071011,0,13.2,11,15.5,2007-10-11,2007,"Oct","2007-Oct"
20071012,0,14.2,10,18.5,2007-10-12,2007,"Oct","2007-Oct"
20071013,0,14.2,8,20.5,2007-10-13,2007,"Oct","2007-Oct"
20071014,0,15.2,7,23.5,2007-10-14,2007,"Oct","2007-Oct"
20071015,0,15,8,22,2007-10-15,2007,"Oct","2007-Oct"
20071016,0,14.2,8,20.5,2007-10-16,2007,"Oct","2007-Oct"
20071017,0.1,15.5,9.5,21.5,2007-10-17,2007,"Oct","2007-Oct"
20071018,0,14.5,10,19,2007-10-18,2007,"Oct","2007-Oct"
20071019,0,13,7.5,18.5,2007-10-19,2007,"Oct","2007-Oct"
20071020,0,12.8,8,17.5,2007-10-20,2007,"Oct","2007-Oct"
20071021,0,11.2,5,17.5,2007-10-21,2007,"Oct","2007-Oct"
20071022,0,10.2,2.5,18,2007-10-22,2007,"Oct","2007-Oct"
20071023,6.6,10.2,6,14.5,2007-10-23,2007,"Oct","2007-Oct"
20071024,0.1,12.2,11.5,13,2007-10-24,2007,"Oct","2007-Oct"
20071025,0.7,10.8,10,11.5,2007-10-25,2007,"Oct","2007-Oct"
20071026,0.7,10.5,9,12,2007-10-26,2007,"Oct","2007-Oct"
20071027,0,10.8,7.5,14,2007-10-27,2007,"Oct","2007-Oct"
20071028,0,11,1.5,20.5,2007-10-28,2007,"Oct","2007-Oct"
20071029,11.5,9,4.5,13.5,2007-10-29,2007,"Oct","2007-Oct"
20071030,8.2,10.5,7,14,2007-10-30,2007,"Oct","2007-Oct"
20071031,0.1,11.8,9.5,14,2007-10-31,2007,"Oct","2007-Oct"
20071101,0,10.2,6,14.5,2007-11-01,2007,"Nov","2007-Nov"
20071102,0,9.8,5,14.5,2007-11-02,2007,"Nov","2007-Nov"
20071103,0,10.5,6.5,14.5,2007-11-03,2007,"Nov","2007-Nov"
20071104,0.1,9.5,6.5,12.5,2007-11-04,2007,"Nov","2007-Nov"
20071105,0,12.2,10,14.5,2007-11-05,2007,"Nov","2007-Nov"
20071106,0,11,9,13,2007-11-06,2007,"Nov","2007-Nov"
20071107,0,9.8,4.5,15,2007-11-07,2007,"Nov","2007-Nov"
20071108,0.1,8.5,4,13,2007-11-08,2007,"Nov","2007-Nov"
20071109,0,9.8,4.5,15,2007-11-09,2007,"Nov","2007-Nov"
20071110,0,7,1,13,2007-11-10,2007,"Nov","2007-Nov"
20071111,0,6,-1.5,13.5,2007-11-11,2007,"Nov","2007-Nov"
20071112,0.2,6.2,-1,13.5,2007-11-12,2007,"Nov","2007-Nov"
20071113,1.4,6.5,2,11,2007-11-13,2007,"Nov","2007-Nov"
20071114,18.9,7,3,11,2007-11-14,2007,"Nov","2007-Nov"
20071115,0,4.8,1,8.5,2007-11-15,2007,"Nov","2007-Nov"
20071116,0,2.4,-2.5,7.3,2007-11-16,2007,"Nov","2007-Nov"
20071117,0,1.2,-6,8.5,2007-11-17,2007,"Nov","2007-Nov"
20071118,0,4.5,-5.5,14.5,2007-11-18,2007,"Nov","2007-Nov"
20071119,3.5,12.5,9,16,2007-11-19,2007,"Nov","2007-Nov"
20071120,6.8,13.2,9.5,17,2007-11-20,2007,"Nov","2007-Nov"
20071121,0,12,8.5,15.5,2007-11-21,2007,"Nov","2007-Nov"
20071122,5.7,10.8,10.5,11,2007-11-22,2007,"Nov","2007-Nov"
20071123,11.5,7.8,5,10.5,2007-11-23,2007,"Nov","2007-Nov"
20071124,2.5,7,5.5,8.5,2007-11-24,2007,"Nov","2007-Nov"
20071125,2.3,7.2,4,10.5,2007-11-25,2007,"Nov","2007-Nov"
20071126,1.7,7.2,5,9.5,2007-11-26,2007,"Nov","2007-Nov"
20071127,0,9,8,10,2007-11-27,2007,"Nov","2007-Nov"
20071128,0,8,5,11,2007-11-28,2007,"Nov","2007-Nov"
20071129,0,8.2,4,12.5,2007-11-29,2007,"Nov","2007-Nov"
20071130,0,8,2,14,2007-11-30,2007,"Nov","2007-Nov"
20071201,2.7,5.2,2,8.5,2007-12-01,2007,"Dec","2007-Dec"
20071202,1.5,6.8,0,13.5,2007-12-02,2007,"Dec","2007-Dec"
20071203,4.2,7,1,13,2007-12-03,2007,"Dec","2007-Dec"
20071204,0,10,4.1,16,2007-12-04,2007,"Dec","2007-Dec"
20071205,0,9.2,2,16.5,2007-12-05,2007,"Dec","2007-Dec"
20071206,0,10.8,6,15.5,2007-12-06,2007,"Dec","2007-Dec"
20071207,2.1,7.5,3,12,2007-12-07,2007,"Dec","2007-Dec"
20071208,5.9,11,6,16,2007-12-08,2007,"Dec","2007-Dec"
20071209,9.3,11.2,7,15.5,2007-12-09,2007,"Dec","2007-Dec"
20071210,21,8.8,7,10.6,2007-12-10,2007,"Dec","2007-Dec"
20071211,0,4.8,0.1,9.5,2007-12-11,2007,"Dec","2007-Dec"
20071212,0,3.1,-2,8.2,2007-12-12,2007,"Dec","2007-Dec"
20071213,0,2,-4,8,2007-12-13,2007,"Dec","2007-Dec"
20071214,0,0.8,-4,5.5,2007-12-14,2007,"Dec","2007-Dec"
20071215,0,1.2,-3,5.3,2007-12-15,2007,"Dec","2007-Dec"
20071216,0,2.8,-3,8.7,2007-12-16,2007,"Dec","2007-Dec"
20071217,0.8,0.5,-4.5,5.5,2007-12-17,2007,"Dec","2007-Dec"
20071218,0,5,1,9,2007-12-18,2007,"Dec","2007-Dec"
20071219,0,8.2,4,12.5,2007-12-19,2007,"Dec","2007-Dec"
20071220,0,9.8,8.5,11,2007-12-20,2007,"Dec","2007-Dec"
20071221,0,11,9.5,12.5,2007-12-21,2007,"Dec","2007-Dec"
20071222,0,11.4,8,14.7,2007-12-22,2007,"Dec","2007-Dec"
20071223,0,8.5,4,13,2007-12-23,2007,"Dec","2007-Dec"
20071224,0,6.2,0.5,12,2007-12-24,2007,"Dec","2007-Dec"
20071225,2.4,5.8,-1,12.6,2007-12-25,2007,"Dec","2007-Dec"
20071226,0,5.5,0.5,10.5,2007-12-26,2007,"Dec","2007-Dec"
20071227,0,5,-0.5,10.5,2007-12-27,2007,"Dec","2007-Dec"
20071228,0,3.8,-3.5,11,2007-12-28,2007,"Dec","2007-Dec"
20071229,4.1,3.5,-2.5,9.5,2007-12-29,2007,"Dec","2007-Dec"
20071230,1.6,7.2,5,9.4,2007-12-30,2007,"Dec","2007-Dec"
20071231,0,4.8,2,7.7,2007-12-31,2007,"Dec","2007-Dec"
20080101,0,3.5,-4.5,11.5,2008-01-01,2008,"Jan","2008-Jan"
20080102,0,9,6,12,2008-01-02,2008,"Jan","2008-Jan"
20080103,3.5,8.5,7,10,2008-01-03,2008,"Jan","2008-Jan"
20080104,1.2,7.2,1.5,13,2008-01-04,2008,"Jan","2008-Jan"
20080105,0.5,11.2,6,16.5,2008-01-05,2008,"Jan","2008-Jan"
20080106,0,14.5,8.5,20.5,2008-01-06,2008,"Jan","2008-Jan"
20080107,0.2,12,11,13,2008-01-07,2008,"Jan","2008-Jan"
20080108,3.1,10,7.5,12.6,2008-01-08,2008,"Jan","2008-Jan"
20080109,0,11,7,15,2008-01-09,2008,"Jan","2008-Jan"
20080110,0,11.8,7,16.5,2008-01-10,2008,"Jan","2008-Jan"
20080111,15.5,9.7,5,14.4,2008-01-11,2008,"Jan","2008-Jan"
20080112,0.6,7.8,4,11.7,2008-01-12,2008,"Jan","2008-Jan"
20080113,0,8.8,3,14.5,2008-01-13,2008,"Jan","2008-Jan"
20080114,0,9,4,14,2008-01-14,2008,"Jan","2008-Jan"
20080115,10.1,9.5,4,15,2008-01-15,2008,"Jan","2008-Jan"
20080116,4.3,9.5,6.5,12.5,2008-01-16,2008,"Jan","2008-Jan"
20080117,4,11,6.5,15.5,2008-01-17,2008,"Jan","2008-Jan"
20080118,0,12.2,9,15.5,2008-01-18,2008,"Jan","2008-Jan"
20080119,0,11.1,6,16.2,2008-01-19,2008,"Jan","2008-Jan"
20080120,0,9,2.5,15.5,2008-01-20,2008,"Jan","2008-Jan"
20080121,0,8.5,0.5,16.5,2008-01-21,2008,"Jan","2008-Jan"
20080122,0,7.2,2,12.5,2008-01-22,2008,"Jan","2008-Jan"
20080123,0,9,3.5,14.5,2008-01-23,2008,"Jan","2008-Jan"
20080124,0.6,8.8,3.5,14,2008-01-24,2008,"Jan","2008-Jan"
20080125,0,9.2,6,12.5,2008-01-25,2008,"Jan","2008-Jan"
20080126,0,7.8,3,12.5,2008-01-26,2008,"Jan","2008-Jan"
20080127,0,8.1,0,16.2,2008-01-27,2008,"Jan","2008-Jan"
20080128,0,5.8,-1.5,13,2008-01-28,2008,"Jan","2008-Jan"
20080129,0,3.2,-2,8.5,2008-01-29,2008,"Jan","2008-Jan"
20080130,6.3,2.9,-1.7,7.5,2008-01-30,2008,"Jan","2008-Jan"
20080131,0,4.6,-1,10.2,2008-01-31,2008,"Jan","2008-Jan"
20080201,6.4,6.8,2,11.7,2008-02-01,2008,"Feb","2008-Feb"
20080202,0.3,6.2,3,9.5,2008-02-02,2008,"Feb","2008-Feb"
20080203,7.1,7,0.5,13.6,2008-02-03,2008,"Feb","2008-Feb"
20080204,0,9.8,6.5,13,2008-02-04,2008,"Feb","2008-Feb"
20080205,0,11.8,6.5,17,2008-02-05,2008,"Feb","2008-Feb"
20080206,0,10.8,4.5,17,2008-02-06,2008,"Feb","2008-Feb"
20080207,0,10,1.5,18.5,2008-02-07,2008,"Feb","2008-Feb"
20080208,0,10.8,3,18.7,2008-02-08,2008,"Feb","2008-Feb"
20080209,0,11,5.5,16.5,2008-02-09,2008,"Feb","2008-Feb"
20080210,0,9,4,14,2008-02-10,2008,"Feb","2008-Feb"
20080211,0,8.2,5,11.5,2008-02-11,2008,"Feb","2008-Feb"
20080212,0,9.3,4,14.6,2008-02-12,2008,"Feb","2008-Feb"
20080213,0,9.4,4.5,14.2,2008-02-13,2008,"Feb","2008-Feb"
20080214,0,10.2,7,13.4,2008-02-14,2008,"Feb","2008-Feb"
20080215,0,10,4,16,2008-02-15,2008,"Feb","2008-Feb"
20080216,0,8.8,1,16.5,2008-02-16,2008,"Feb","2008-Feb"
20080217,0,10.3,7,13.6,2008-02-17,2008,"Feb","2008-Feb"
20080218,0.5,12.5,10,15,2008-02-18,2008,"Feb","2008-Feb"
20080219,0,12.9,9.5,16.3,2008-02-19,2008,"Feb","2008-Feb"
20080220,0,14,10.5,17.5,2008-02-20,2008,"Feb","2008-Feb"
20080221,0,12.6,6.5,18.8,2008-02-21,2008,"Feb","2008-Feb"
20080222,0,11.5,3.5,19.5,2008-02-22,2008,"Feb","2008-Feb"
20080223,0,12.8,4.5,21,2008-02-23,2008,"Feb","2008-Feb"
20080224,0,12.2,8,16.4,2008-02-24,2008,"Feb","2008-Feb"
20080225,0,15.1,11.5,18.7,2008-02-25,2008,"Feb","2008-Feb"
20080226,0.6,11.4,6.3,16.5,2008-02-26,2008,"Feb","2008-Feb"
20080227,10.4,13,7.5,18.5,2008-02-27,2008,"Feb","2008-Feb"
20080228,4.7,13,8,18,2008-02-28,2008,"Feb","2008-Feb"
20080229,0,13.8,9.5,18,2008-02-29,2008,"Feb","2008-Feb"
20080301,0,12.8,8.7,17,2008-03-01,2008,"Mar","2008-Mar"
20080302,0,12.8,5.1,20.5,2008-03-02,2008,"Mar","2008-Mar"
20080303,17.9,9,5.5,12.5,2008-03-03,2008,"Mar","2008-Mar"
20080304,18.3,6.2,4.5,8,2008-03-04,2008,"Mar","2008-Mar"
20080305,2.6,6.5,4,9,2008-03-05,2008,"Mar","2008-Mar"
20080306,0.1,7.1,4.2,10,2008-03-06,2008,"Mar","2008-Mar"
20080307,1.2,7.8,3.2,12.4,2008-03-07,2008,"Mar","2008-Mar"
20080308,1.8,8,4.7,11.2,2008-03-08,2008,"Mar","2008-Mar"
20080309,3.3,7,3,11,2008-03-09,2008,"Mar","2008-Mar"
20080310,4.8,8.6,2.5,14.6,2008-03-10,2008,"Mar","2008-Mar"
20080311,0,14.2,8.5,20,2008-03-11,2008,"Mar","2008-Mar"
20080312,0,13,8,18,2008-03-12,2008,"Mar","2008-Mar"
20080313,0,13,5,21,2008-03-13,2008,"Mar","2008-Mar"
20080314,0,16.2,8.3,24.1,2008-03-14,2008,"Mar","2008-Mar"
20080315,0,15.6,11,20.3,2008-03-15,2008,"Mar","2008-Mar"
20080316,0,11,4.5,17.5,2008-03-16,2008,"Mar","2008-Mar"
20080317,9.1,11.2,3.5,19,2008-03-17,2008,"Mar","2008-Mar"
20080318,13.1,8.8,6.5,11,2008-03-18,2008,"Mar","2008-Mar"
20080319,0,7,6.1,8,2008-03-19,2008,"Mar","2008-Mar"
20080320,0,7.1,3.5,10.7,2008-03-20,2008,"Mar","2008-Mar"
20080321,40,8.5,3,14,2008-03-21,2008,"Mar","2008-Mar"
20080322,25.1,6.5,5.7,7.3,2008-03-22,2008,"Mar","2008-Mar"
20080323,43.4,4.5,1,8,2008-03-23,2008,"Mar","2008-Mar"
20080324,16.8,6.6,1.4,11.8,2008-03-24,2008,"Mar","2008-Mar"
20080325,1.3,7.2,3,11.5,2008-03-25,2008,"Mar","2008-Mar"
20080326,10,7.8,3.5,12.1,2008-03-26,2008,"Mar","2008-Mar"
20080327,19.6,10.1,5,15.2,2008-03-27,2008,"Mar","2008-Mar"
20080328,0.3,8.8,8.1,9.5,2008-03-28,2008,"Mar","2008-Mar"
20080329,0,13.6,5,22.1,2008-03-29,2008,"Mar","2008-Mar"
20080330,10.5,9.8,3.9,15.6,2008-03-30,2008,"Mar","2008-Mar"
20080331,7.4,8.3,3,13.6,2008-03-31,2008,"Mar","2008-Mar"
20080401,5.9,10.5,7,14,2008-04-01,2008,"Apr","2008-Apr"
20080402,0,13.5,11,16,2008-04-02,2008,"Apr","2008-Apr"
20080403,0,12.1,6.7,17.5,2008-04-03,2008,"Apr","2008-Apr"
20080404,0,13.2,8,18.5,2008-04-04,2008,"Apr","2008-Apr"
20080405,0,11.5,2,21,2008-04-05,2008,"Apr","2008-Apr"
20080406,0.5,8,1.6,14.5,2008-04-06,2008,"Apr","2008-Apr"
20080407,1.5,10.6,6,15.2,2008-04-07,2008,"Apr","2008-Apr"
20080408,0.7,14.2,9.5,19,2008-04-08,2008,"Apr","2008-Apr"
20080409,3.5,16,10.5,21.6,2008-04-09,2008,"Apr","2008-Apr"
20080410,9.9,13.6,9,18.2,2008-04-10,2008,"Apr","2008-Apr"
20080411,2.3,8.2,5.5,11,2008-04-11,2008,"Apr","2008-Apr"
20080412,0.3,10.4,4.1,16.7,2008-04-12,2008,"Apr","2008-Apr"
20080413,11.2,10,3,17,2008-04-13,2008,"Apr","2008-Apr"
20080414,0.8,8.8,4.5,13,2008-04-14,2008,"Apr","2008-Apr"
20080415,0,10,0.5,19.5,2008-04-15,2008,"Apr","2008-Apr"
20080416,8.1,12.8,4,21.6,2008-04-16,2008,"Apr","2008-Apr"
20080417,2.7,12.4,9.5,15.2,2008-04-17,2008,"Apr","2008-Apr"
20080418,1.1,13.5,9.5,17.5,2008-04-18,2008,"Apr","2008-Apr"
20080419,0.5,12.5,7.6,17.4,2008-04-19,2008,"Apr","2008-Apr"
20080420,6.7,16.6,13.6,19.6,2008-04-20,2008,"Apr","2008-Apr"
20080421,3.6,11.6,8.9,14.3,2008-04-21,2008,"Apr","2008-Apr"
20080422,4.8,12,5.6,18.5,2008-04-22,2008,"Apr","2008-Apr"
20080423,3,16.1,11.7,20.5,2008-04-23,2008,"Apr","2008-Apr"
20080424,0,16,11.1,21,2008-04-24,2008,"Apr","2008-Apr"
20080425,0,17,7,27,2008-04-25,2008,"Apr","2008-Apr"
20080426,0,19.2,9,29.3,2008-04-26,2008,"Apr","2008-Apr"
20080427,0.6,18.4,9.7,27,2008-04-27,2008,"Apr","2008-Apr"
20080428,1.8,12.8,11.5,14,2008-04-28,2008,"Apr","2008-Apr"
20080429,6.1,12.8,6.5,19,2008-04-29,2008,"Apr","2008-Apr"
20080430,3.9,10.2,4,16.5,2008-04-30,2008,"Apr","2008-Apr"
20080501,0,12,3.3,20.8,2008-05-01,2008,"May","2008-May"
20080502,0,15,4.5,25.5,2008-05-02,2008,"May","2008-May"
20080503,0,20,12.5,27.6,2008-05-03,2008,"May","2008-May"
20080504,3.2,19.6,16.2,23,2008-05-04,2008,"May","2008-May"
20080505,0,18.4,13.5,23.3,2008-05-05,2008,"May","2008-May"
20080506,0,17.1,9,25.2,2008-05-06,2008,"May","2008-May"
20080507,1.8,19.2,12.5,26,2008-05-07,2008,"May","2008-May"
20080508,13.4,18.9,14.5,23.3,2008-05-08,2008,"May","2008-May"
20080509,24.4,15.3,14,16.6,2008-05-09,2008,"May","2008-May"
20080510,8.4,13.2,11,15.5,2008-05-10,2008,"May","2008-May"
20080511,0,15.2,11.8,18.5,2008-05-11,2008,"May","2008-May"
20080512,0,15.8,8,23.5,2008-05-12,2008,"May","2008-May"
20080513,7.5,16,8.5,23.4,2008-05-13,2008,"May","2008-May"
20080514,0.1,15.6,11,20.2,2008-05-14,2008,"May","2008-May"
20080515,5.1,17.5,12.5,22.5,2008-05-15,2008,"May","2008-May"
20080516,0.6,15.6,11.5,19.6,2008-05-16,2008,"May","2008-May"
20080517,2,14.4,11.3,17.5,2008-05-17,2008,"May","2008-May"
20080518,8.7,13.8,8.6,19,2008-05-18,2008,"May","2008-May"
20080519,2.3,12.6,10.3,14.8,2008-05-19,2008,"May","2008-May"
20080520,2,14.5,7.5,21.5,2008-05-20,2008,"May","2008-May"
20080521,21.7,15.8,7.5,24.2,2008-05-21,2008,"May","2008-May"
20080522,1.3,16.7,11.4,22,2008-05-22,2008,"May","2008-May"
20080523,20.5,18.6,13.7,23.5,2008-05-23,2008,"May","2008-May"
20080524,7.3,15.8,12.5,19,2008-05-24,2008,"May","2008-May"
20080525,0.2,13.2,7.5,18.8,2008-05-25,2008,"May","2008-May"
20080526,0,16.2,11.5,21,2008-05-26,2008,"May","2008-May"
20080527,0,14.4,9.3,19.5,2008-05-27,2008,"May","2008-May"
20080528,3.9,15.5,11,20,2008-05-28,2008,"May","2008-May"
20080529,0,16.8,10.5,23.2,2008-05-29,2008,"May","2008-May"
20080530,13,16,10.8,21.2,2008-05-30,2008,"May","2008-May"
20080531,65.5,15.8,13.7,18,2008-05-31,2008,"May","2008-May"
20080601,23.7,14.8,13,16.7,2008-06-01,2008,"Jun","2008-Jun"
20080602,3.3,15,11.7,18.2,2008-06-02,2008,"Jun","2008-Jun"
20080603,0.3,15,10.5,19.5,2008-06-03,2008,"Jun","2008-Jun"
20080604,0.5,15,6.8,23.2,2008-06-04,2008,"Jun","2008-Jun"
20080605,2,15.6,12.5,18.7,2008-06-05,2008,"Jun","2008-Jun"
20080606,0.1,15.2,12.3,18.2,2008-06-06,2008,"Jun","2008-Jun"
20080607,0,13.9,9.8,18,2008-06-07,2008,"Jun","2008-Jun"
20080608,5.7,14.6,11,18.1,2008-06-08,2008,"Jun","2008-Jun"
20080609,17.6,14.7,12.4,17,2008-06-09,2008,"Jun","2008-Jun"
20080610,0.1,16.8,13.7,20,2008-06-10,2008,"Jun","2008-Jun"
20080611,0.1,18,14.4,21.7,2008-06-11,2008,"Jun","2008-Jun"
20080612,0,19.3,16.1,22.5,2008-06-12,2008,"Jun","2008-Jun"
20080613,0,17.6,14.5,20.8,2008-06-13,2008,"Jun","2008-Jun"
20080614,0,17.1,12,22.2,2008-06-14,2008,"Jun","2008-Jun"
20080615,1.6,18,12.9,23.2,2008-06-15,2008,"Jun","2008-Jun"
20080616,27.6,19.2,14.8,23.5,2008-06-16,2008,"Jun","2008-Jun"
20080617,0,16.1,12.7,19.5,2008-06-17,2008,"Jun","2008-Jun"
20080618,0,18.6,7.7,29.5,2008-06-18,2008,"Jun","2008-Jun"
20080619,0,18.5,10.1,26.9,2008-06-19,2008,"Jun","2008-Jun"
20080620,0,20,11,28.9,2008-06-20,2008,"Jun","2008-Jun"
20080621,0.7,24,13.9,34.1,2008-06-21,2008,"Jun","2008-Jun"
20080622,0,21.2,17.9,24.4,2008-06-22,2008,"Jun","2008-Jun"
20080623,4.3,22.4,17.9,27,2008-06-23,2008,"Jun","2008-Jun"
20080624,0,21.6,17.7,25.4,2008-06-24,2008,"Jun","2008-Jun"
20080625,0.2,19.2,15.6,22.8,2008-06-25,2008,"Jun","2008-Jun"
20080626,2.4,16.8,13.5,20,2008-06-26,2008,"Jun","2008-Jun"
20080627,0,18.8,14,23.5,2008-06-27,2008,"Jun","2008-Jun"
20080628,0,18,10.5,25.5,2008-06-28,2008,"Jun","2008-Jun"
20080629,0,18.4,15.7,21.2,2008-06-29,2008,"Jun","2008-Jun"
20080630,0,21,16.1,26,2008-06-30,2008,"Jun","2008-Jun"
20080701,0,21.8,15.5,28,2008-07-01,2008,"Jul","2008-Jul"
20080702,0.1,16.1,13.2,19,2008-07-02,2008,"Jul","2008-Jul"
20080703,0,17.8,13,22.5,2008-07-03,2008,"Jul","2008-Jul"
20080704,0,22.2,12,32.3,2008-07-04,2008,"Jul","2008-Jul"
20080705,4.9,17.4,17,17.8,2008-07-05,2008,"Jul","2008-Jul"
20080706,0.1,16.5,13.5,19.5,2008-07-06,2008,"Jul","2008-Jul"
20080707,0,17.2,12.5,22,2008-07-07,2008,"Jul","2008-Jul"
20080708,0,17.8,10.5,25,2008-07-08,2008,"Jul","2008-Jul"
20080709,0,23.3,15,31.6,2008-07-09,2008,"Jul","2008-Jul"
20080710,0,20.6,11.5,29.6,2008-07-10,2008,"Jul","2008-Jul"
20080711,0,17.6,12.7,22.5,2008-07-11,2008,"Jul","2008-Jul"
20080712,4.9,17.5,15.3,19.7,2008-07-12,2008,"Jul","2008-Jul"
20080713,0,15.8,11,20.6,2008-07-13,2008,"Jul","2008-Jul"
20080714,0,17.1,10.5,23.7,2008-07-14,2008,"Jul","2008-Jul"
20080715,0,19.2,12.8,25.5,2008-07-15,2008,"Jul","2008-Jul"
20080716,0,17.5,11.5,23.5,2008-07-16,2008,"Jul","2008-Jul"
20080717,1,19.1,16.5,21.7,2008-07-17,2008,"Jul","2008-Jul"
20080718,0,20.8,13.5,28,2008-07-18,2008,"Jul","2008-Jul"
20080719,0.1,22.4,13,31.7,2008-07-19,2008,"Jul","2008-Jul"
20080720,0.3,18.9,17.8,20,2008-07-20,2008,"Jul","2008-Jul"
20080721,0,18.1,13,23.2,2008-07-21,2008,"Jul","2008-Jul"
20080722,0,17.5,8.5,26.5,2008-07-22,2008,"Jul","2008-Jul"
20080723,0,23.4,10.5,36.2,2008-07-23,2008,"Jul","2008-Jul"
20080724,0,20.9,16.6,25.2,2008-07-24,2008,"Jul","2008-Jul"
20080725,0,21,15,27,2008-07-25,2008,"Jul","2008-Jul"
20080726,0,22.7,18.2,27.2,2008-07-26,2008,"Jul","2008-Jul"
20080727,0,21.6,13.6,29.5,2008-07-27,2008,"Jul","2008-Jul"
20080728,0.6,18,13,23,2008-07-28,2008,"Jul","2008-Jul"
20080729,0,19.3,11.6,27,2008-07-29,2008,"Jul","2008-Jul"
20080730,0,24,16.8,31.2,2008-07-30,2008,"Jul","2008-Jul"
20080731,0,26,17,35,2008-07-31,2008,"Jul","2008-Jul"
20080801,0,20.6,17.2,24,2008-08-01,2008,"Aug","2008-Aug"
20080802,0,20.2,12,28.4,2008-08-02,2008,"Aug","2008-Aug"
20080803,0,22.6,14.5,30.8,2008-08-03,2008,"Aug","2008-Aug"
20080804,0,23.5,17.5,29.5,2008-08-04,2008,"Aug","2008-Aug"
20080805,8.2,23.6,16.5,30.6,2008-08-05,2008,"Aug","2008-Aug"
20080806,0.3,24.2,17,31.5,2008-08-06,2008,"Aug","2008-Aug"
20080807,0.2,21.5,18.5,24.5,2008-08-07,2008,"Aug","2008-Aug"
20080808,0.5,18.6,16.2,21,2008-08-08,2008,"Aug","2008-Aug"
20080809,0,21.1,14.5,27.7,2008-08-09,2008,"Aug","2008-Aug"
20080810,0,20.2,12.6,27.7,2008-08-10,2008,"Aug","2008-Aug"
20080811,0,24.3,16,32.6,2008-08-11,2008,"Aug","2008-Aug"
20080812,5.2,21.5,18.5,24.5,2008-08-12,2008,"Aug","2008-Aug"
20080813,0,18.9,14.3,23.5,2008-08-13,2008,"Aug","2008-Aug"
20080814,12.2,17,13.5,20.5,2008-08-14,2008,"Aug","2008-Aug"
20080815,0.3,16.6,11.5,21.7,2008-08-15,2008,"Aug","2008-Aug"
20080816,0,20,13.4,26.5,2008-08-16,2008,"Aug","2008-Aug"
20080817,0,21.4,15.8,27,2008-08-17,2008,"Aug","2008-Aug"
20080818,0.3,21.1,12.2,30,2008-08-18,2008,"Aug","2008-Aug"
20080819,1,18,16,20,2008-08-19,2008,"Aug","2008-Aug"
